order_id,product_name,category,quantity,unit_price,revenue,date,region
4266,Formal Shirt,Clothing,5,919.81,4599.05,2024-05-11,East
8598,Office Chair,Furniture,3,4277.76,12833.28,2024-10-16,East
6743,Smartphone X,Electronics,10,31965.35,319653.5,2024-09-24,South
3135,Wireless Earbuds,Electronics,5,3052.67,15263.35,2024-04-04,East
1192,Jacket,Clothing,3,2560.15,7680.45,2024-01-02,West
3248,Bed Frame,Furniture,2,15420.03,30840.06,2024-04-17,South
5593,Wheat Flour 5kg,Grocery,1,228.59,228.59,2024-07-14,South
3369,Bookshelf,Furniture,1,3163.88,3163.88,2024-04-16,West
2412,Jeans,Clothing,1,1343.85,1343.85,2024-03-17,South
6990,Tea Pack 500g,Grocery,1,149.25,149.25,2024-09-10,North
2970,Jacket,Clothing,1,2453.11,2453.11,2024-04-27,West
7513,Wheat Flour 5kg,Grocery,4,214.67,858.68,2024-10-02,North
9694,"LED TV 55""",Electronics,3,39126.69,117380.07,2024-11-24,North
7581,Tea Pack 500g,Grocery,3,151.44,454.32,2024-10-22,South
11144,Bed Frame,Furniture,5,14399.04,71995.2,2024-12-05,East
10385,Rice 5kg,Grocery,4,262.3,1049.2,2024-12-04,East
4499,"LED TV 55""",Electronics,5,38099.6,190498.0,2024-06-04,North
9405,Sneakers,Clothing,1,1926.01,1926.01,2024-11-03,North
10771,T-Shirt,Clothing,1,582.9,582.9,2024-12-14,North
4783,Sneakers,Clothing,5,1930.63,9653.15,2024-06-19,North
8430,Sugar 1kg,Grocery,3,44.24,132.72,2024-10-15,South
9616,Tea Pack 500g,Grocery,2,148.98,297.96,2024-11-17,North
5853,"LED TV 55""",Electronics,3,39361.72,118085.16,2024-07-16,North
9473,Wireless Earbuds,Electronics,3,3298.95,9896.85,2024-11-13,South
7702,Sugar 1kg,Grocery,5,45.78,228.9,2024-10-21,East
6217,Dining Table,Furniture,2,12019.89,24039.78,2024-08-16,East
9922,Rice 5kg,Grocery,4,238.86,955.44,2024-11-06,South
9814,Office Chair,Furniture,1,4653.98,4653.98,2024-11-21,North
11350,Rice 5kg,Grocery,3,238.81,716.43,2024-12-20,South
10061,T-Shirt,Clothing,4,625.66,2502.64,2024-12-02,South
4567,"LED TV 55""",Electronics,2,39194.39,78388.78,2024-06-22,East
9540,Office Chair,Furniture,5,4587.65,22938.25,2024-11-26,East
1844,Dining Table,Furniture,4,12575.4,50301.6,2024-02-13,South
8634,Cooking Oil 1L,Grocery,2,182.96,365.92,2024-10-21,East
9793,Dining Table,Furniture,3,12341.02,37023.06,2024-11-10,South
5831,Smartphone X,Electronics,3,31776.99,95330.97,2024-07-31,South
7295,Laptop Pro,Electronics,1,44635.28,44635.28,2024-09-20,East
9111,Sneakers,Clothing,5,1936.51,9682.55,2024-11-11,South
7871,Bluetooth Speaker,Electronics,3,2505.73,7517.19,2024-10-24,North
8536,Wireless Earbuds,Electronics,2,3222.28,6444.56,2024-10-22,North
7909,Wireless Earbuds,Electronics,1,3346.07,3346.07,2024-10-16,West
7268,Wheat Flour 5kg,Grocery,4,219.68,878.72,2024-09-05,East
3511,Dining Table,Furniture,1,12505.48,12505.48,2024-04-18,West
1686,Sofa Set,Furniture,3,26118.9,78356.7,2024-02-01,South
9766,Cooking Oil 1L,Grocery,10,186.12,1861.2,2024-11-19,West
1155,Wireless Earbuds,Electronics,2,3067.26,6134.52,2024-01-05,South
4353,Office Chair,Furniture,5,4449.27,22246.35,2024-06-18,East
2451,Rice 5kg,Grocery,3,261.88,785.64,2024-03-03,East
2666,"LED TV 55""",Electronics,4,37571.49,150285.96,2024-03-26,West
7908,"LED TV 55""",Electronics,4,38545.41,154181.64,2024-10-20,South
10545,Bluetooth Speaker,Electronics,3,2536.99,7610.97,2024-12-04,East
11012,Wheat Flour 5kg,Grocery,10,226.02,2260.2,2024-12-08,North
9045,Bluetooth Speaker,Electronics,4,2451.61,9806.44,2024-11-15,North
11398,"LED TV 55""",Electronics,2,36184.21,72368.42,2024-12-12,North
10803,"LED TV 55""",Electronics,1,38465.43,38465.43,2024-12-08,North
7641,Laptop Pro,Electronics,5,44942.8,224714.0,2024-10-16,East
1695,Office Chair,Furniture,3,4353.39,13060.17,2024-02-21,East
5232,Sofa Set,Furniture,1,23903.01,23903.01,2024-07-15,South
3096,Tea Pack 500g,Grocery,1,155.03,155.03,2024-04-15,West
5343,Bookshelf,Furniture,2,3319.35,6638.7,2024-07-13,North
6723,T-Shirt,Clothing,3,612.24,1836.72,2024-09-02,South
7444,Formal Shirt,Clothing,4,937.75,3751.0,2024-09-02,North
9997,"LED TV 55""",Electronics,1,36670.35,36670.35,2024-12-25,North
2742,Wireless Earbuds,Electronics,2,3233.07,6466.14,2024-03-16,East
11001,Cooking Oil 1L,Grocery,5,176.25,881.25,2024-12-21,South
11210,Sugar 1kg,Grocery,1,43.52,43.52,2024-12-24,South
11076,"LED TV 55""",Electronics,10,36326.13,363261.3,2024-12-19,North
10683,Bed Frame,Furniture,2,15382.71,30765.42,2024-12-07,West
8203,Office Chair,Furniture,2,4689.63,9379.26,2024-10-19,South
9172,Tea Pack 500g,Grocery,1,147.3,147.3,2024-11-23,North
8883,Formal Shirt,Clothing,4,890.73,3562.92,2024-11-11,South
6928,Office Chair,Furniture,5,4709.78,23548.9,2024-09-09,East
9633,Smartphone X,Electronics,2,31874.0,63748.0,2024-11-03,West
11447,Bookshelf,Furniture,1,3136.49,3136.49,2024-12-25,West
8130,T-Shirt,Clothing,1,580.34,580.34,2024-10-07,North
8223,Formal Shirt,Clothing,1,941.95,941.95,2024-10-15,West
3071,Cooking Oil 1L,Grocery,5,184.67,923.35,2024-04-05,West
6380,Tea Pack 500g,Grocery,1,156.13,156.13,2024-08-11,North
10613,Wireless Earbuds,Electronics,5,3208.9,16044.5,2024-12-03,West
6183,Cooking Oil 1L,Grocery,1,177.91,177.91,2024-08-23,South
6035,Wireless Earbuds,Electronics,4,3063.58,12254.32,2024-08-24,East
4235,"LED TV 55""",Electronics,1,37122.37,37122.37,2024-05-25,South
7461,Jeans,Clothing,1,1347.9,1347.9,2024-09-08,North
6623,"LED TV 55""",Electronics,10,39446.97,394469.7,2024-08-11,South
4126,Wireless Earbuds,Electronics,1,3262.38,3262.38,2024-05-30,East
6696,T-Shirt,Clothing,3,575.64,1726.92,2024-09-18,North
3530,Dining Table,Furniture,4,11796.19,47184.76,2024-04-19,East
6268,Formal Shirt,Clothing,3,886.06,2658.18,2024-08-29,South
5160,"LED TV 55""",Electronics,3,39793.57,119380.71,2024-07-17,West
1940,Dining Table,Furniture,3,12449.79,37349.37,2024-02-14,West
4132,Bed Frame,Furniture,3,14831.62,44494.86,2024-05-10,South
4369,Sofa Set,Furniture,1,24328.8,24328.8,2024-06-26,East
5315,Bed Frame,Furniture,2,15246.12,30492.24,2024-07-24,South
3303,Dining Table,Furniture,3,11962.05,35886.15,2024-04-30,West
6986,Wireless Earbuds,Electronics,2,3134.46,6268.92,2024-09-16,North
1944,Tea Pack 500g,Grocery,10,148.63,1486.3,2024-02-20,South
1563,Cooking Oil 1L,Grocery,1,181.39,181.39,2024-02-09,South
9094,Tea Pack 500g,Grocery,1,155.71,155.71,2024-11-20,South
3339,Bluetooth Speaker,Electronics,1,2557.04,2557.04,2024-04-29,West
7272,Wireless Earbuds,Electronics,1,3152.13,3152.13,2024-09-01,South
1555,Sneakers,Clothing,2,1903.01,3806.02,2024-02-26,East
4476,Smartphone X,Electronics,1,33370.04,33370.04,2024-06-09,West
10273,Office Chair,Furniture,1,4403.08,4403.08,2024-12-12,West
4791,Cooking Oil 1L,Grocery,5,183.33,916.65,2024-06-15,West
1248,Smartphone X,Electronics,4,31764.08,127056.32,2024-01-16,North
5105,Bed Frame,Furniture,4,14471.28,57885.12,2024-07-30,South
3533,Wireless Earbuds,Electronics,5,3319.88,16599.4,2024-04-06,East
2916,Office Chair,Furniture,1,4574.46,4574.46,2024-04-29,West
9780,Office Chair,Furniture,5,4383.6,21918.0,2024-11-04,West
7024,Formal Shirt,Clothing,4,916.73,3666.92,2024-09-12,South
1271,Rice 5kg,Grocery,1,254.35,254.35,2024-01-25,East
7592,Jacket,Clothing,1,2406.51,2406.51,2024-10-22,South
11331,Cooking Oil 1L,Grocery,4,171.37,685.48,2024-12-25,West
8694,T-Shirt,Clothing,1,581.36,581.36,2024-11-03,North
3409,Sugar 1kg,Grocery,3,45.18,135.54,2024-04-01,North
7614,Office Chair,Furniture,2,4300.56,8601.12,2024-10-27,West
6965,Sneakers,Clothing,2,1961.21,3922.42,2024-09-10,North
10743,Cooking Oil 1L,Grocery,4,186.02,744.08,2024-12-25,North
1622,Office Chair,Furniture,1,4282.51,4282.51,2024-02-25,North
3412,Sofa Set,Furniture,4,23928.48,95713.92,2024-04-12,West
4763,Laptop Pro,Electronics,4,45242.3,180969.2,2024-06-26,North
5702,Office Chair,Furniture,4,4659.99,18639.96,2024-07-17,North
11194,Formal Shirt,Clothing,4,854.14,3416.56,2024-12-21,East
9961,Bluetooth Speaker,Electronics,2,2426.44,4852.88,2024-11-14,South
2522,Sneakers,Clothing,1,1804.63,1804.63,2024-03-26,South
6120,Jacket,Clothing,2,2405.93,4811.86,2024-08-10,South
7622,Formal Shirt,Clothing,2,868.31,1736.62,2024-10-11,South
8675,Sofa Set,Furniture,4,24925.05,99700.2,2024-11-18,North
11482,Office Chair,Furniture,2,4317.88,8635.76,2024-12-02,West
9203,Jeans,Clothing,1,1288.99,1288.99,2024-11-22,West
3407,Rice 5kg,Grocery,10,259.01,2590.1,2024-04-22,East
11114,Bookshelf,Furniture,3,3180.63,9541.89,2024-12-07,North
6252,Rice 5kg,Grocery,10,259.77,2597.7,2024-08-04,West
7987,Wheat Flour 5kg,Grocery,1,213.1,213.1,2024-10-16,South
8554,"LED TV 55""",Electronics,1,38543.88,38543.88,2024-10-27,North
6295,T-Shirt,Clothing,3,623.56,1870.68,2024-08-21,North
5544,Cooking Oil 1L,Grocery,5,172.61,863.05,2024-07-20,North
1893,Tea Pack 500g,Grocery,3,145.68,437.04,2024-02-07,South
10031,Sneakers,Clothing,3,1824.31,5472.93,2024-12-03,South
6280,Laptop Pro,Electronics,1,45374.23,45374.23,2024-08-10,East
3572,"LED TV 55""",Electronics,2,37081.21,74162.42,2024-05-17,West
1916,Cooking Oil 1L,Grocery,3,177.99,533.97,2024-02-17,West
10379,Sofa Set,Furniture,3,24522.26,73566.78,2024-12-28,East
8488,Jacket,Clothing,2,2593.78,5187.56,2024-10-15,West
10381,Formal Shirt,Clothing,5,919.42,4597.1,2024-12-05,South
2617,Bookshelf,Furniture,5,3122.5,15612.5,2024-03-08,East
10091,Wheat Flour 5kg,Grocery,3,229.68,689.04,2024-12-04,West
4507,Sofa Set,Furniture,3,25696.58,77089.74,2024-06-04,North
9466,T-Shirt,Clothing,2,622.39,1244.78,2024-11-14,North
1653,Office Chair,Furniture,1,4595.24,4595.24,2024-02-02,North
6044,Jeans,Clothing,1,1313.07,1313.07,2024-08-05,East
7487,Jacket,Clothing,4,2391.65,9566.6,2024-09-03,West
10733,Cooking Oil 1L,Grocery,1,185.01,185.01,2024-12-03,East
8721,Sneakers,Clothing,2,1953.15,3906.3,2024-11-19,East
7747,Sugar 1kg,Grocery,2,45.07,90.14,2024-10-13,North
5829,Formal Shirt,Clothing,5,857.62,4288.1,2024-07-06,West
3361,Wireless Earbuds,Electronics,10,3301.36,33013.6,2024-04-07,East
7019,Bed Frame,Furniture,1,15327.03,15327.03,2024-09-11,North
4088,Formal Shirt,Clothing,1,936.83,936.83,2024-05-20,West
5092,Bookshelf,Furniture,3,3350.03,10050.09,2024-07-29,West
11190,Bed Frame,Furniture,5,14695.63,73478.15,2024-12-19,West
4298,Rice 5kg,Grocery,4,258.1,1032.4,2024-05-29,West
7355,Bluetooth Speaker,Electronics,1,2604.12,2604.12,2024-09-02,West
1141,Office Chair,Furniture,5,4476.68,22383.4,2024-01-21,North
9614,Jeans,Clothing,3,1240.27,3720.81,2024-11-15,North
9130,Sugar 1kg,Grocery,2,44.87,89.74,2024-11-21,West
10138,Rice 5kg,Grocery,5,248.38,1241.9,2024-12-25,East
4169,"LED TV 55""",Electronics,10,39861.49,398614.9,2024-05-16,North
9911,Office Chair,Furniture,3,4436.76,13310.28,2024-11-27,East
10029,Jacket,Clothing,10,2420.48,24204.8,2024-12-27,West
7776,Tea Pack 500g,Grocery,5,156.44,782.2,2024-10-05,West
6236,Wheat Flour 5kg,Grocery,2,210.99,421.98,2024-08-06,East
1057,Formal Shirt,Clothing,2,906.09,1812.18,2024-01-04,North
10782,Jacket,Clothing,1,2480.67,2480.67,2024-12-18,West
10419,Bluetooth Speaker,Electronics,1,2623.48,2623.48,2024-12-21,South
3175,Sneakers,Clothing,4,1805.49,7221.96,2024-04-14,East
10025,Smartphone X,Electronics,2,31063.04,62126.08,2024-12-31,North
1749,Sugar 1kg,Grocery,5,45.02,225.1,2024-02-12,North
11469,Sugar 1kg,Grocery,2,44.9,89.8,2024-12-05,North
9467,Office Chair,Furniture,1,4637.3,4637.3,2024-11-28,West
5456,Dining Table,Furniture,1,12411.1,12411.1,2024-07-24,North
3029,Smartphone X,Electronics,3,31078.33,93234.99,2024-04-22,West
4270,Jacket,Clothing,1,2480.74,2480.74,2024-05-26,East
10085,Jacket,Clothing,3,2484.88,7454.64,2024-12-05,North
6544,"LED TV 55""",Electronics,3,37208.74,111626.22,2024-08-04,North
4548,Jacket,Clothing,1,2621.46,2621.46,2024-06-20,West
3558,Bed Frame,Furniture,10,14863.88,148638.8,2024-04-07,North
6330,Cooking Oil 1L,Grocery,10,187.76,1877.6,2024-08-24,East
6418,Office Chair,Furniture,1,4544.46,4544.46,2024-08-18,West
3368,Bookshelf,Furniture,4,3258.22,13032.88,2024-04-20,North
10603,"LED TV 55""",Electronics,1,38699.01,38699.01,2024-12-23,North
9298,Sugar 1kg,Grocery,5,46.88,234.4,2024-11-13,South
8877,Bed Frame,Furniture,1,15505.03,15505.03,2024-11-11,South
4226,Wheat Flour 5kg,Grocery,10,222.18,2221.8,2024-05-28,South
8356,Jeans,Clothing,3,1322.45,3967.35,2024-10-30,East
4378,"LED TV 55""",Electronics,1,36803.49,36803.49,2024-06-11,North
3800,Bookshelf,Furniture,1,3253.76,3253.76,2024-05-15,East
3418,Cooking Oil 1L,Grocery,1,182.83,182.83,2024-04-13,South
2978,Smartphone X,Electronics,3,33428.83,100286.49,2024-04-06,West
7215,Tea Pack 500g,Grocery,3,146.53,439.59,2024-09-17,North
11151,Bookshelf,Furniture,2,3066.01,6132.02,2024-12-10,West
4434,Sneakers,Clothing,1,1810.03,1810.03,2024-06-08,South
5838,Laptop Pro,Electronics,10,43396.05,433960.5,2024-07-30,West
5843,Cooking Oil 1L,Grocery,4,172.62,690.48,2024-07-09,West
3660,Sneakers,Clothing,2,1837.32,3674.64,2024-05-12,South
9317,Jacket,Clothing,1,2546.63,2546.63,2024-11-08,South
2386,Wireless Earbuds,Electronics,10,3352.19,33521.9,2024-03-01,East
5491,Office Chair,Furniture,1,4480.62,4480.62,2024-07-16,South
11264,"LED TV 55""",Electronics,2,37233.81,74467.62,2024-12-10,North
9388,Formal Shirt,Clothing,2,923.15,1846.3,2024-11-14,West
10249,Sofa Set,Furniture,10,26222.41,262224.1,2024-12-24,North
10934,Sneakers,Clothing,2,1868.9,3737.8,2024-12-25,West
1589,Smartphone X,Electronics,1,32644.56,32644.56,2024-02-09,South
10710,Dining Table,Furniture,4,11964.99,47859.96,2024-12-15,East
10996,Office Chair,Furniture,5,4326.55,21632.75,2024-12-07,North
1346,T-Shirt,Clothing,5,610.5,3052.5,2024-01-06,East
4815,Sofa Set,Furniture,1,25249.75,25249.75,2024-06-09,West
11307,Smartphone X,Electronics,10,30765.64,307656.4,2024-12-01,West
5355,Cooking Oil 1L,Grocery,10,185.24,1852.4,2024-07-05,South
3035,"LED TV 55""",Electronics,1,36595.84,36595.84,2024-04-29,North
5854,Dining Table,Furniture,5,11423.73,57118.65,2024-07-18,North
5214,Bed Frame,Furniture,5,14912.07,74560.35,2024-07-06,North
10149,Bed Frame,Furniture,1,14562.24,14562.24,2024-12-17,West
3715,Sofa Set,Furniture,1,24559.41,24559.41,2024-05-22,South
6841,Jeans,Clothing,10,1294.43,12944.3,2024-09-29,East
5311,Wireless Earbuds,Electronics,2,3077.45,6154.9,2024-07-19,East
9817,"LED TV 55""",Electronics,1,39719.15,39719.15,2024-11-16,North
7340,Wheat Flour 5kg,Grocery,3,228.88,686.64,2024-09-27,East
5186,"LED TV 55""",Electronics,1,37726.85,37726.85,2024-07-12,East
1935,Wheat Flour 5kg,Grocery,4,211.91,847.64,2024-02-13,North
3170,"LED TV 55""",Electronics,1,36440.62,36440.62,2024-04-26,North
8715,Rice 5kg,Grocery,5,249.81,1249.05,2024-11-09,West
1716,Cooking Oil 1L,Grocery,1,174.73,174.73,2024-02-04,East
1439,Wheat Flour 5kg,Grocery,2,229.99,459.98,2024-01-15,East
4853,Sofa Set,Furniture,1,24568.32,24568.32,2024-06-10,East
8878,Bookshelf,Furniture,5,3090.83,15454.15,2024-11-22,South
8231,Tea Pack 500g,Grocery,1,155.0,155.0,2024-10-22,West
4156,Jacket,Clothing,4,2390.78,9563.12,2024-05-18,North
4583,Bluetooth Speaker,Electronics,10,2606.79,26067.9,2024-06-15,West
1864,Jacket,Clothing,10,2440.08,24400.8,2024-02-09,South
4453,Wireless Earbuds,Electronics,2,3263.61,6527.22,2024-06-26,North
9030,"LED TV 55""",Electronics,2,37071.35,74142.7,2024-11-27,West
9216,Dining Table,Furniture,10,12152.97,121529.7,2024-11-16,West
1856,Bluetooth Speaker,Electronics,10,2591.21,25912.1,2024-02-20,West
1404,Sofa Set,Furniture,10,25820.72,258207.2,2024-01-11,West
1607,Bluetooth Speaker,Electronics,4,2548.51,10194.04,2024-02-28,West
4264,Sneakers,Clothing,5,1886.35,9431.75,2024-05-25,North
8552,Jeans,Clothing,5,1305.34,6526.7,2024-10-24,North
6919,Sugar 1kg,Grocery,2,43.7,87.4,2024-09-10,East
3536,Wheat Flour 5kg,Grocery,4,217.3,869.2,2024-04-18,West
4792,Formal Shirt,Clothing,10,921.47,9214.7,2024-06-20,North
8400,Bluetooth Speaker,Electronics,4,2463.78,9855.12,2024-10-09,East
10199,Jacket,Clothing,2,2505.05,5010.1,2024-12-03,East
9707,Bookshelf,Furniture,1,3208.43,3208.43,2024-11-12,North
2593,Laptop Pro,Electronics,5,45668.8,228344.0,2024-03-07,South
11487,Bed Frame,Furniture,10,15279.69,152796.9,2024-12-17,South
5897,Laptop Pro,Electronics,4,43676.7,174706.8,2024-08-14,North
8240,Office Chair,Furniture,4,4673.26,18693.04,2024-10-22,East
9138,Bed Frame,Furniture,4,14741.63,58966.52,2024-11-09,South
10401,Wheat Flour 5kg,Grocery,1,217.79,217.79,2024-12-02,East
3949,Sneakers,Clothing,2,1933.73,3867.46,2024-05-30,East
3894,Laptop Pro,Electronics,1,46958.82,46958.82,2024-05-20,North
6551,Office Chair,Furniture,5,4418.87,22094.35,2024-08-10,North
10430,Jeans,Clothing,1,1291.72,1291.72,2024-12-28,East
2588,Bluetooth Speaker,Electronics,10,2379.48,23794.8,2024-03-14,West
2408,Bluetooth Speaker,Electronics,2,2479.29,4958.58,2024-03-21,West
4706,Sofa Set,Furniture,5,25278.03,126390.15,2024-06-26,North
10600,Wireless Earbuds,Electronics,1,3308.93,3308.93,2024-12-25,South
3520,T-Shirt,Clothing,1,578.89,578.89,2024-04-30,West
8863,Sugar 1kg,Grocery,5,45.93,229.65,2024-11-12,South
9634,Office Chair,Furniture,4,4336.94,17347.76,2024-11-19,South
5056,Rice 5kg,Grocery,10,237.65,2376.5,2024-06-08,South
8439,Wheat Flour 5kg,Grocery,3,215.0,645.0,2024-10-01,East
2782,Sugar 1kg,Grocery,2,43.19,86.38,2024-03-30,North
10541,Smartphone X,Electronics,3,32247.22,96741.66,2024-12-18,South
1901,Sofa Set,Furniture,3,25769.25,77307.75,2024-02-05,West
1113,Jacket,Clothing,10,2573.94,25739.4,2024-01-18,South
3144,Jacket,Clothing,4,2456.2,9824.8,2024-04-07,East
10648,Wheat Flour 5kg,Grocery,2,225.91,451.82,2024-12-19,East
10982,Bed Frame,Furniture,2,15434.85,30869.7,2024-12-14,North
5949,Jacket,Clothing,4,2474.82,9899.28,2024-08-02,West
3710,Office Chair,Furniture,1,4304.5,4304.5,2024-05-06,West
10098,Sugar 1kg,Grocery,4,44.02,176.08,2024-12-13,South
9603,Jacket,Clothing,1,2596.07,2596.07,2024-11-15,West
6481,"LED TV 55""",Electronics,5,39801.33,199006.65,2024-08-22,West
5986,Office Chair,Furniture,5,4363.4,21817.0,2024-08-16,South
3722,Jeans,Clothing,1,1360.7,1360.7,2024-05-21,East
6487,Wireless Earbuds,Electronics,2,3062.16,6124.32,2024-08-05,North
7287,Cooking Oil 1L,Grocery,3,186.48,559.44,2024-09-21,West
6468,Bluetooth Speaker,Electronics,2,2535.75,5071.5,2024-08-19,South
3462,Cooking Oil 1L,Grocery,10,182.9,1829.0,2024-04-27,North
11456,Laptop Pro,Electronics,2,46826.12,93652.24,2024-12-23,North
6513,Wireless Earbuds,Electronics,1,3346.74,3346.74,2024-08-11,South
7345,Sugar 1kg,Grocery,2,42.83,85.66,2024-09-14,West
11011,"LED TV 55""",Electronics,1,37473.31,37473.31,2024-12-23,East
10370,Wheat Flour 5kg,Grocery,4,217.2,868.8,2024-12-12,East
10026,Wheat Flour 5kg,Grocery,1,230.65,230.65,2024-12-16,East
11396,Smartphone X,Electronics,4,32939.7,131758.8,2024-12-05,South
3754,Sofa Set,Furniture,2,25682.48,51364.96,2024-05-05,South
8817,Jacket,Clothing,10,2440.77,24407.7,2024-11-24,West
8168,Sofa Set,Furniture,5,24161.57,120807.85,2024-10-30,West
9335,T-Shirt,Clothing,5,590.4,2952.0,2024-11-08,South
6106,Rice 5kg,Grocery,10,257.4,2574.0,2024-08-20,South
1922,Dining Table,Furniture,5,11598.73,57993.65,2024-02-05,North
2739,Office Chair,Furniture,5,4358.67,21793.35,2024-03-24,South
2264,Office Chair,Furniture,4,4621.67,18486.68,2024-03-25,South
5415,T-Shirt,Clothing,3,582.12,1746.36,2024-07-24,South
10835,Sneakers,Clothing,1,1926.98,1926.98,2024-12-23,East
9729,Office Chair,Furniture,2,4449.99,8899.98,2024-11-24,East
5065,Bookshelf,Furniture,2,3061.49,6122.98,2024-06-25,West
1717,"LED TV 55""",Electronics,1,37271.74,37271.74,2024-02-16,West
3142,Sneakers,Clothing,10,1974.98,19749.8,2024-04-15,West
7707,Jeans,Clothing,2,1291.31,2582.62,2024-10-25,North
7203,Sofa Set,Furniture,4,25621.04,102484.16,2024-09-26,West
5039,Laptop Pro,Electronics,5,43706.32,218531.6,2024-06-03,West
8923,Cooking Oil 1L,Grocery,3,174.92,524.76,2024-11-18,North
5229,Wireless Earbuds,Electronics,5,3271.53,16357.65,2024-07-20,South
3117,Wheat Flour 5kg,Grocery,1,230.49,230.49,2024-04-09,North
1757,Wheat Flour 5kg,Grocery,2,224.68,449.36,2024-02-09,East
2294,Bookshelf,Furniture,1,3163.02,3163.02,2024-03-08,West
2925,Bookshelf,Furniture,5,3141.1,15705.5,2024-04-28,East
9401,Wheat Flour 5kg,Grocery,1,229.0,229.0,2024-11-28,West
7078,Dining Table,Furniture,1,11604.85,11604.85,2024-09-12,North
4878,Bed Frame,Furniture,4,14291.62,57166.48,2024-06-03,North
5800,Bookshelf,Furniture,2,3140.93,6281.86,2024-07-29,South
3254,Jeans,Clothing,2,1253.62,2507.24,2024-04-14,West
5401,Jacket,Clothing,1,2385.95,2385.95,2024-07-12,East
11242,Dining Table,Furniture,3,12345.32,37035.96,2024-12-21,North
6554,Bluetooth Speaker,Electronics,5,2512.23,12561.15,2024-08-16,North
6332,Dining Table,Furniture,4,11695.62,46782.48,2024-08-24,North
10801,Bluetooth Speaker,Electronics,5,2604.49,13022.45,2024-12-20,North
2230,Wireless Earbuds,Electronics,1,3184.95,3184.95,2024-03-22,East
6740,Bed Frame,Furniture,4,15604.87,62419.48,2024-09-05,East
10015,Wireless Earbuds,Electronics,10,3270.93,32709.3,2024-12-08,North
